Age,Embarked,Fare,PassengerId,Pclass,Sex,Survived,Con_Cabina,TamanioFamilia,Titulo
3,0,0,632,3,1,0.0,0,1,1
1,1,2,633,1,1,1.0,1,1,5
1,0,0,634,1,1,0.0,0,1,1
0,0,2,635,3,0,0.0,0,6,2
1,0,1,636,2,0,1.0,0,1,2
1,0,1,637,3,1,0.0,0,1,1
1,0,2,638,2,1,0.0,0,3,1
2,0,3,639,3,0,0.0,0,6,3
1,0,2,640,3,1,0.0,0,2,1
1,0,0,641,3,1,0.0,0,1,1
1,1,3,642,1,0,1.0,1,1,2
0,0,2,643,3,0,0.0,0,6,2
2,0,3,644,3,1,1.0,0,1,1
0,1,2,645,3,0,1.0,0,4,2
2,1,3,646,1,1,1.0,1,2,1
1,0,0,647,3,1,0.0,0,1,1
3,1,3,648,1,1,1.0,1,1,5
2,0,0,649,3,1,0.0,0,1,1
1,0,0,650,3,0,1.0,0,1,2
2,0,0,651,3,1,0.0,0,1,1
1,0,2,652,2,0,1.0,0,2,2
1,0,1,653,3,1,0.0,0,1,1
1,2,0,654,3,0,1.0,0,1,2
1,2,0,655,3,0,0.0,0,1,2
1,0,3,656,2,1,0.0,0,3,1
1,0,0,657,3,1,0.0,0,1,1
1,2,2,658,3,0,0.0,0,3,3
1,0,1,659,2,1,0.0,0,1,1
3,1,3,660,1,1,0.0,1,3,1
3,0,3,661,1,1,1.0,0,3,5
2,1,0,662,3,1,0.0,0,1,1
2,0,2,663,1,1,0.0,1,1,1
2,0,0,664,3,1,0.0,0,1,1
1,0,1,665,3,1,1.0,0,2,1
1,0,3,666,2,1,0.0,0,3,1
1,0,1,667,2,1,0.0,0,1,1
0,0,0,668,3,1,0.0,0,1,1
2,0,1,669,3,1,0.0,0,1,1
2,0,3,670,1,0,1.0,1,2,3
2,0,3,671,2,0,1.0,0,3,3
1,0,3,672,1,1,0.0,1,2,1
4,0,1,673,2,1,0.0,0,1,1
1,0,1,674,2,1,1.0,0,1,1
1,0,0,675,2,1,0.0,0,1,1
1,0,0,676,3,1,0.0,0,1,1
1,0,1,677,3,1,0.0,0,1,1
1,0,1,678,3,0,1.0,0,1,2
2,0,3,679,3,0,0.0,0,8,3
2,1,3,680,1,1,1.0,1,2,1
1,2,1,681,3,0,0.0,0,1,2
1,1,3,682,1,1,1.0,1,1,1
1,0,1,683,3,1,0.0,0,1,1
0,0,3,684,3,1,0.0,0,8,1
3,0,3,685,2,1,0.0,0,3,1
1,1,3,686,2,1,0.0,0,4,1
0,0,3,687,3,1,0.0,0,6,1
1,0,1,688,3,1,0.0,0,1,1
1,0,0,689,3,1,0.0,0,1,1
0,0,3,690,1,0,1.0,1,2,2
1,0,3,691,1,1,1.0,1,2,1
0,1,1,692,3,0,1.0,0,2,2
1,0,3,693,3,1,1.0,0,1,1
1,1,0,694,3,1,0.0,0,1,1
3,0,2,695,1,1,0.0,0,1,5
3,0,1,696,2,1,0.0,0,1,1
2,0,1,697,3,1,0.0,0,1,1
2,2,0,698,3,0,1.0,0,1,2
3,1,3,699,1,1,0.0,1,3,1
2,0,0,700,3,1,0.0,1,1,1
1,1,3,701,1,0,1.0,1,2,3
2,0,2,702,1,1,1.0,1,1,1
1,1,2,703,3,0,0.0,0,2,2
1,2,0,704,3,1,0.0,0,1,1
1,0,0,705,3,1,0.0,0,2,1
2,0,2,706,2,1,0.0,0,1,1
2,0,1,707,2,0,1.0,0,1,3
2,0,2,708,1,1,1.0,1,1,1
1,0,3,709,1,0,1.0,0,1,2
2,1,2,710,3,1,1.0,0,3,4
1,1,3,711,1,0,1.0,1,1,2
1,0,2,712,1,1,0.0,1,1,1
2,0,3,713,1,1,1.0,1,2,1
1,0,1,714,3,1,0.0,0,1,1
3,0,1,715,2,1,0.0,0,1,1
1,0,0,716,3,1,0.0,1,1,1
2,1,3,717,1,0,1.0,1,1,2
1,0,1,718,2,0,1.0,1,1,2
2,2,2,719,3,1,0.0,0,1,1
2,0,0,720,3,1,0.0,0,1,1
0,0,3,721,2,0,1.0,0,2,2
1,0,0,722,3,1,0.0,0,2,1
2,0,1,723,2,1,0.0,0,1,1
3,0,1,724,2,1,0.0,0,1,1
1,0,3,725,1,1,1.0,1,2,1
1,0,1,726,3,1,0.0,0,1,1
1,0,2,727,2,0,1.0,0,4,3
1,2,0,728,3,0,1.0,0,1,2
1,0,2,729,2,1,0.0,0,2,1
1,0,1,730,3,0,0.0,0,2,2
1,0,3,731,1,0,1.0,1,1,2
0,1,2,732,3,1,0.0,0,1,1
0,0,0,733,2,1,0.0,0,1,1
1,0,1,734,2,1,0.0,0,1,1
1,0,1,735,2,1,0.0,0,1,1
1,0,2,736,3,1,0.0,0,1,1
2,0,3,737,3,0,0.0,0,5,3
2,1,3,738,1,1,1.0,1,1,1
1,0,0,739,3,1,0.0,0,1,1
2,0,0,740,3,1,0.0,0,1,1
2,0,2,741,1,1,1.0,1,1,1
2,0,3,742,1,1,0.0,1,2,1
1,1,3,743,1,0,1.0,1,5,2
1,0,2,744,3,1,0.0,0,2,1
1,0,1,745,3,1,1.0,0,1,1
4,0,3,746,1,1,0.0,1,3,5
0,0,2,747,3,1,0.0,0,3,1
1,0,1,748,2,0,1.0,0,1,2
1,0,3,749,1,1,0.0,1,2,1
1,2,0,750,3,1,0.0,0,1,1
0,0,2,751,2,0,1.0,0,3,2
0,0,1,752,3,1,1.0,1,2,4
2,0,1,753,3,1,0.0,0,1,1
1,0,0,754,3,1,0.0,0,1,1
2,0,3,755,2,0,1.0,0,4,3
0,0,2,756,2,1,1.0,0,3,4
1,0,0,757,3,1,0.0,0,1,1
1,0,1,758,2,1,0.0,0,1,1
2,0,1,759,3,1,0.0,0,1,1
2,0,3,760,1,0,1.0,1,1,5
2,0,2,761,3,1,0.0,0,1,1
2,0,0,762,3,1,0.0,0,1,1
1,1,0,763,3,1,1.0,0,1,1
2,0,3,764,1,0,1.0,1,4,3
0,0,0,765,3,1,0.0,0,1,1
3,0,3,766,1,0,1.0,1,2,3
2,1,3,767,1,1,0.0,0,1,5
1,2,0,768,3,0,0.0,0,1,2
0,2,2,769,3,1,0.0,0,2,1
1,0,1,770,3,1,0.0,0,1,1
1,0,1,771,3,1,0.0,0,1,1
2,0,0,772,3,1,0.0,0,1,1
3,0,1,773,2,0,0.0,1,1,3
2,1,0,774,3,1,0.0,0,1,1
3,0,2,775,2,0,1.0,0,5,3
1,0,0,776,3,1,0.0,0,1,1
2,2,0,777,3,1,0.0,1,1,1
0,0,1,778,3,0,1.0,0,1,2
1,2,0,779,3,1,0.0,0,1,1
2,0,3,780,1,0,1.0,1,2,3
0,1,0,781,3,0,1.0,0,1,2
1,0,3,782,1,0,1.0,1,2,3
1,0,2,783,1,1,0.0,1,1,1
2,0,2,784,3,1,0.0,0,4,1
1,0,0,785,3,1,0.0,0,1,1
1,0,0,786,3,1,0.0,0,1,1
1,0,0,787,3,0,1.0,0,1,2
0,2,2,788,3,1,0.0,0,6,4
0,0,2,789,3,1,1.0,0,4,4
2,1,3,790,1,1,0.0,1,1,1
1,2,0,791,3,1,0.0,0,1,1
0,0,2,792,2,1,0.0,0,1,1
1,0,3,793,3,0,0.0,0,11,2
2,1,2,794,1,1,0.0,0,1,1
1,0,0,795,3,1,0.0,0,1,1
2,0,1,796,2,1,0.0,0,1,1
3,0,2,797,1,0,1.0,1,1,5
1,0,1,798,3,0,1.0,0,1,3
1,1,0,799,3,1,0.0,0,1,1
1,0,2,800,3,0,0.0,0,3,3
2,0,1,801,2,1,0.0,0,1,1
1,0,2,802,2,0,1.0,0,3,3
0,0,3,803,1,1,1.0,1,4,4
0,1,1,804,3,1,1.0,0,2,4
1,0,0,805,3,1,1.0,0,1,1
1,0,0,806,3,1,0.0,0,1,1
2,0,0,807,1,1,0.0,1,1,1
1,0,0,808,3,0,0.0,0,1,2
2,0,1,809,2,1,0.0,0,1,1
2,0,3,810,1,0,1.0,1,2,3
1,0,0,811,3,1,0.0,0,1,1
2,0,2,812,3,1,0.0,0,1,1
2,0,1,813,2,1,0.0,0,1,1
0,0,3,814,3,0,0.0,0,7,2
1,0,1,815,3,1,0.0,0,1,1
2,0,0,816,1,1,0.0,1,1,1
1,0,1,817,3,0,0.0,0,1,2
1,1,3,818,2,1,0.0,0,3,1
2,0,0,819,3,1,0.0,0,1,1
0,0,2,820,3,1,0.0,0,6,4
3,0,3,821,1,0,1.0,1,3,3
1,0,1,822,3,1,1.0,0,1,1
2,0,0,823,1,1,0.0,0,1,5
1,0,1,824,3,0,1.0,1,2,3
0,0,3,825,3,1,0.0,0,6,4
2,2,0,826,3,1,0.0,0,1,1
1,0,3,827,3,1,0.0,0,1,1
0,1,3,828,2,1,1.0,0,3,4
2,2,0,829,3,1,1.0,0,1,1
3,0,3,830,1,0,1.0,1,1,3
0,1,2,831,3,0,1.0,0,2,3
0,0,2,832,2,1,1.0,0,3,4
2,1,0,833,3,1,0.0,0,1,1
1,0,0,834,3,1,0.0,0,1,1
1,0,1,835,3,1,0.0,0,1,1
2,1,3,836,1,0,1.0,1,3,2
1,0,1,837,3,1,0.0,0,1,1
1,0,1,838,3,1,0.0,0,1,1
1,0,3,839,3,1,1.0,0,1,1
1,1,2,840,1,1,1.0,1,1,1
1,0,1,841,3,1,0.0,0,1,1
0,0,1,842,2,1,0.0,0,1,1
1,1,2,843,1,0,1.0,0,1,2
2,1,0,844,3,1,0.0,0,1,1
1,0,1,845,3,1,0.0,0,1,1
2,0,0,846,3,1,0.0,0,1,1
1,0,3,847,3,1,0.0,0,11,1
2,1,0,848,3,1,0.0,0,1,1
1,0,3,849,2,1,0.0,0,2,5
2,1,3,850,1,0,1.0,1,2,3
0,0,3,851,3,1,0.0,0,7,4
4,0,0,852,3,1,0.0,0,1,1
0,1,2,853,3,0,0.0,0,3,2
0,0,3,854,1,0,1.0,1,2,2
2,0,2,855,2,0,0.0,0,2,3
1,0,1,856,3,0,1.0,0,2,3
2,0,3,857,1,0,1.0,0,3,3
3,0,2,858,1,1,1.0,1,1,1
1,1,2,859,3,0,1.0,0,4,3
1,1,0,860,3,1,0.0,0,1,1
2,0,1,861,3,1,0.0,0,3,1
1,0,1,862,2,1,0.0,0,2,1
2,0,2,863,1,0,1.0,1,1,3
1,0,3,864,3,0,0.0,0,11,2
1,0,1,865,2,1,0.0,0,1,1
2,0,1,866,2,0,1.0,0,1,3
1,1,1,867,2,0,1.0,0,2,2
1,0,3,868,1,1,0.0,1,1,1
2,0,1,869,3,1,0.0,0,1,1
0,0,1,870,3,1,1.0,0,3,4
1,0,0,871,3,1,0.0,0,1,1
2,0,3,872,1,0,1.0,1,3,3
2,0,0,873,1,1,0.0,1,1,1
2,0,1,874,3,1,0.0,0,1,1
1,1,2,875,2,0,1.0,0,2,3
0,1,0,876,3,0,1.0,0,1,2
1,0,1,877,3,1,0.0,0,1,1
1,0,0,878,3,1,0.0,0,1,1
2,0,0,879,3,1,0.0,0,1,1
3,1,3,880,1,0,1.0,1,2,3
1,0,2,881,2,0,1.0,0,2,3
2,0,0,882,3,1,0.0,0,1,1
1,0,1,883,3,0,0.0,0,1,2
1,0,1,884,2,1,0.0,0,1,1
1,0,0,885,3,1,0.0,0,1,1
2,2,2,886,3,0,0.0,0,6,3
1,0,1,887,2,1,0.0,0,1,5
1,0,2,888,1,0,1.0,1,1,2
2,0,2,889,3,0,0.0,0,4,2
1,1,2,890,1,1,1.0,1,1,1
1,2,0,891,3,1,0.0,0,1,1
